HERBACEOUS	ER0BEY1SHAH0S
EXPATRIATES(1)	EH0KSPEY1TRIY0AH0TS
BITUMEN(1)	BAY2TUW1MAH0N
LUCKED	LAH1KT
CONCEPTUALIZATION	KAH0NSEH1PCHWAH0LIH0ZEY2SHAH0N
NAPKIN	NAE1PKIH0N
BAYNHAM	BEY1NHHAH0M
WALTER'S	WAO1LTER0Z
INCUR	IH2NKER1
DORMITORY	DAO1RMAH0TAO2RIY0
NOMURA'S	NOW0MUH1RAH0Z
ROMANI	ROW0MAA1NIY0
GODSHALK	GAA1DSHAH0K
HOLOGRAMS	HHAO1LOW0GRAE2MZ
MOSHE'S(1)	MOW1SHAH0Z
BLIZARD	BLIH1ZER0D
ASTRODOME	AE1STRAH0DOW2M
GENITALIA	JHEH0NAH0TAA1LYAH0
PACKWOOD	PAE1KWUH2D
O'BERRY	OW0BEH1RIY0
LURK	LER1K
CATRETT	KAE1TRIH0T
SORKOW	SAO1RKAW2
TWO-WAY	TUW1WEY2
BILEK	BIH1LEH0K
BORRELL	BAO0REY1L
BRANDSTETTER	BRAE1NDSTIH0TER0
KANELL(1)	KAE1NAH0L
MATSCH	MAE1CH
PERONI	PER0OW1NIY0
COLON	KOW1LAH0N
ANTIGONE	AE0TIH1GAH0NIY0
BASTED	BEY1STAH0D
SKOLER	SKOW1LER0
DADS	DAE1DZ
LENINGRAD	LEH1NAH0NGRAE2D
SOLINGEN	SOW1LIH0NGGEH0N
WILHEMINA	WIH1LHHEH0MIY1NAA2
NEUROPATHY(2)	NYUH1ROW0PAE2THIY0
POMPLUN	PAA1MPLAH0N
TEMPERATE	TEH1MPRAH0T
VULTURE	VAH1LCHER0
RZASA	ER0ZAA1SAH0
LIM	LIH1M
HALLUCINATES	HHAH0LUW1SAH0NEY0TS
MAYAGUEZ	MAY1AH0GEH2Z
SWEARENGEN	SWIH1RIH0NGAH0N
ALBERICO	AA0LBER0IY1KOW0
MEGAHERTZ	MEH1GAH0HHER0TS
EBERL	EH1BER0L
SIZZLING(1)	SIH1ZLIH0NG
T_A_C	TIY1EY1SIY1
LITIGATED	LIH1TIH0GEY2TIH0D
GOH	GOW1
LEMIEUX	LAH0MYUW1
DEION	DIY1YAA0N
LEGALITIES(1)	LIH0GAE1LIH0TIY0Z
APART	AH0PAA1RT
LANPHERE	LAE1NFIH2R
MALLEABILITY	MAE2LIY0AH0BIH1LAH0TIY0
CHRISTABELLE	KRIH1STAH0BEH2L
GAMBLES	GAE1MBAH0LZ
JUNGBLUTH	JHAH1NGBLUW0TH
CLARA'S	KLAE1RAH0Z
OPINIONATED	AH0PIH1NYAH0NEY2TIH0D
NAPIER	NEY1PIY0ER0
TOMASIC	TAH0MAA1SIH0K
SIBILLA	SIH0BIH1LAH0
ADAMSKI	AH0DAE1MSKIY2
BITS	BIH1TS
CONVICTION	KAH0NVIH1KSHAH0N
SLAYTER	SLEY1TER0
THIRTYSOMETHING	THER1TIY0SAH2MTHIH0NG
SUFFOLK	SAH1FAH0K
BIJAC	BAY1JHAE0K
BISHOPRICS	BIH1SHAH0PRIH0KS
SILVERNAIL	SIH1LVER0NEY2L
CERVICAL	SER1VAH0KAH0L
GABRIEL	GEY1BRIY0AH0L
SLITS	SLIH1TS
AIRSPACES	EH1RSPEY2SIH0Z
SHAMBAUGH	SHAE1MBAO2
SANTIAGO	SAE2NTIY0AA1GOW0
TWINKIE	TWIH1NGKIY0
SOOTHED	SUW1DHD
SUBSTANTIATION(1)	SAH0BSTAE2NSHIY0EY1SHAH0N
UNWRAPPING	AH0NRAE1PIH0NG
SUDANO	SUW0DAA1NOW0
SEIZING	SIY1ZIH0NG
DELRIO	DEH1LRIY0OW0
POKORSKI	PAH0KAO1RSKIY0
MINKOFF	MIH1NGKAO2F
HORTICULTURE	HHAO1RTIH0KAH2LCHER0
COONES	KUW1NZ
CAUSED	KAA1ZD
BEERMAN	BIH1RMAH0N
VINCI'S	VIH1NSIY0Z
FRINGER	FRIH1NJHER0
PHENOMENAL	FAH0NAA1MAH0NAH0L
CHEVIES	CHEH1VIY0Z
LANDVIEWITES	LAE1NDVYUW0AY0TS
FEB	FEH1BYAH0WEH2RIY0
GASES(1)	GAE1SIH0Z
QUESTIONING	KWEH1SCHAH0NIH0NG
SHIPWRIGHTS	SHIH1PRAY2TS
SLEEKEST	SLIY1KAH0ST
PROTESTING(1)	PROW1TEH2STIH0NG
LEAFLESS	LIY1FLAH0S
THINGS'	THIH1NGZ
SACIRBEY	SAA1KER0BIY0
BRUSHFIRES	BRAH1SHFAY2RZ
BADER(1)	BEY1DER0
BOLA	BOW1LAH0
GENSCHER	GEH1NSHER0
LAXALT	LAE1KSAA0LT
ARAPAHOE	ER0AE1PAH0HHOW2
POMPON	PAA1MPAA2N
AESCHELUS	EH1SKAH0LAH0S
AVERTED	AH0VER1TAH0D
BROTHS	BRAO1THS
RUINOUS	RUW1AH0NAH0S
DESERVE	DIH0ZER1V
WEISFIELD'S	WAY1SFIY0LDZ
OLANO	AH0LAA1NOW0
EASES	IY1ZIH0Z
SUCKERS	SAH1KER0Z
ROBAINA	ROW0BEY1NAH0
PREFERRED	PRAH0FER1D
RICKIE	RIH1KIY0
IRAQ(1)	IY2RAA1K
BOLINE	BAA1LAY0N
ADDITIONAL	AH0DIH1SHAH0NAH0L
INGIMARSON	IH1NGAH0MAA2RSAH0N
COWPER(1)	KUW1PER0
MCAFFERTY	MAH0KAE1FER0TIY0
BELSHE	BEH1LSH
ODDI	AA1DIY0
CULTURE	KAH1LCHER0
CECIL'S	SIY1SAH0LZ
FLAKES	FLEY1KS
SNATCH	SNAE1CH
BUTZBERGER	BAH1TSBER0GER0
NOW'S	NAW1Z
HYDROGENATING	HHAY1DRAH0JHAH0NEY2TIH0NG
EVENTFUL(1)	IY0VEH1NTFAH0L
VENERATE	VEH1NER0EY2T
RICHFIELD	RIH1CHFIY2LD
COURCHAINE	KUH0RSHEY1N
HIXENBAUGH	HHIH0GZEH1NBAO0
NILA	NIY1LAH0
KAFELNIKOV(1)	KAH0FEH1LNIH0KAO2V
PIOUSLY	PAY1AH0SLIY0
PERRONE	PER0ROW1NIY0
SCHRODER	SHROW1DER0
OAK'S	OW1KS
GNAWING	NAO1IH0NG
GWINNETT	GWIH0NEH1T
BABIK	BAA1BIH0K
RANDS	RAE1NDZ
HYDROCARBONS	HHAY2DROW0KAA1RBAH0NZ
BOTRYTIS	BAH0TRIH1TIH0S
HUMBLING(1)	HHAH1MBLIH0NG
YESTERDAYS	YEH1STER0DEY2Z
RYBAKOV'S	RAY1BAH0KAA2VZ
ARNALDA	AA0RNAA1LDAH0
LOIRE	LOY1R
GUGLIOTTI	GUW0GLIY0OW1TIY0
SPAWNING(1)	SPAO1NIH0NG
NUTRI(1)	NUW1TRIH0
HUTZEL	HHAH1TZAH0L
ARSENAULT	AA1RSIH0NOW0
EXTROVERTED	EH1KSTRAH0VER2TIH0D
SANDERS'S	SAE1NDER0ZIH0Z
TORTORICE	TAO0RTAO1RIH0S
DOMTAR'S	DAA1MTER0Z
DESERTION	DIH0ZER1SHAH0N
BUNK	BAH1NGK
KILBY	KIH1LBIY0
SHEK	SHEH1K
FOLKER	FOW1KER0
ROZZI	RAA1ZIY0
BRACING	BREY1SIH0NG
ATKISSON	AE1TKIH0SAH0N
BOCCIO	BOW1CHIY0OW0
LIFE-AFFIRMING	LAY1FAH0FER2MIH0NG
SHAMBURGER	SHAE1MBER0GER0
PSYCHOBABBLE	SAY2KOW0BAE1BAH0L
PENTA	PEH1NTAH0
REIS	RIY1Z
SONOMA	SAH0NOW1MAH0
COGNIZANT	KAA1GNAH0ZAH0NT
NEGROES	NIY1GROW0Z
ASHLAND	AE1SHLAH0ND
COLLEGES'	KAA1LIH0JHIH0Z
DERAILMENT	DIH0REY1LMAH0NT
STEER	STIH1R
AGONIZING	AE1GAH0NAY0ZIH0NG
HOTCHKISS	HHAA1CHKIH0S
THICKEN	THIH1KAH0N
DORWARD	DAO1RWER0D
GRZELAK	GER1ZAH0LAE2K
PARCHER	PAA1RCHER0
SCARP	SKAA1RP
MEGABUCKS	MEH1GAH0BAH2KS
GLOBO	GLOW1BOW0
ALLEMAN	EY1LMAH0N
BLUNCK	BLAH1NGK
FROMME	FRAA1M
SUBSIDENCE	SAH0BSAY1DAH0NS
TANGERINES	TAE1NJHER0IY2NZ
GLAZES(1)	GLEY1ZIH0Z
ELLENBERG	EH1LAH0NBER0G
SWERDLOW	SWER1DLAW0
PLURALITY	PLER0AE1LIH0TIY0
HOSOKAWA	HHOW2SAH0KAA1WAH0
CUNDY	KAH1NDIY0
ACADEMY'S	AH0KAE1DAH0MIY0Z
RECEIVABLE	RIH0SIY1VAH0BAH0L
DATACARDS	DEY1TAH0KAA2RDZ
HELMAN	HHEH1LMAH0N
CARIELLO	KAA0RIY0EH1LOW0
SENSEI	SEH1NSEY2
DUDEN	DUW1DAH0N
PERJURE	PER1JHER0
HOLVIS	HHOW1LVAH0S
YOCAM	YOW1KAH0M
JHIRMACK	JHER1MAE0K
MUMBLES	MAH1MBAH0LZ
CHOICER	CHOY1SER0
NUSSBAUM'S	NAH1SBAW2MZ
MALRITE	MAE1LRAY2T
PAVLAK	PAA1VLAH0K
LOGJAMS	LAA1GJHAE2MZ
HAMBRIGHT	HHAE1MBRAY2T
HOCHSTEDLER(1)	HHAA1KSTEH0DLER0
OROGENIC	AO2RAH0JHEH1NIH0K
SILBERBERG	SIH1LBER0BER0G
FANNY	FAE1NIY0
TALLGRASS	TAA1LGRAE2S
NUGGET'S	NAH1GIH0TS
RUMBLEY	RAH1MBLIY0
AMERFORD	EY1MER0FER0D
SEMONES	SEY0MOW1NEH0S
FATHERS	FAA1DHER0Z
PROPRIETARIES	PRAH0PRAY1AH0TEH2RIY0Z
VERTICALLY	VER1TIH0KLIY0
UNMET	AH0NMEH1T
SALYER	SAA1LIY0ER0
ARQUILLA	AA2RKWIH1LAH0
PLEADED	PLIY1DAH0D
FICKE	FIH1K
ROWLAND	ROW1LAH0ND
SELF-PERPETUATION	SEH2LFPER0PEH2CHUW0EY1SHAH0N
SWOOPS	SWUW1PS
BREM	BREH1M
GUTTED	GAH1TIH0D
PEST	PEH1ST
CONCOCT	KAH0NKAA1KT
MALTZ	MAE1LTS
GELSINGER	GEH1LSIH0NJHER0
TREASONS	TRIY1ZAH0NS
PARTRIDGE(1)	PAA1RTRIH0JH
ERGOTISM	ER1GAH0TIH2ZAH0M
YENE	YEH1NIY0
CALABASAS	KAE2LAH0BAA1SAH0S
LEATHAM	LIY1THAH0M
APPLAUDS	AH0PLAO1DZ
UNRESTRAINED	AH2NRIY0STREY1ND
DUNGEONS	DAH1NJHAH0NZ
ISLEY	AY1ZLIY0
MERIEL	MIH1RIY0L
TURCHYN	TER1CHIH0N
BOVERI	BOW0VEH1RIY0
MOEN	MOW1N
CONCERN'S	KAH0NSER1NZ
RAVITCH	RAE1VIH0CH
COSTAIN	KOW2STEY1N
BATT	BAE1T
NERO	NIH1ROW0
ACTON	AE1KTAH0N
KOOPMANN	KUW1PMAH0N
DITTO	DIH1TOW0
BLAME	BLEY1M
PERUZZI	PER0UW1TSIY0
HAGENOW	HHAE1JHIH0NOW0
NON-RELIGIOUS	NAA2NRIH0LIH1JHAH0S
INS	IH0NZ
SHTICK	SHTIH1K
STALZER	STEY1LZER0
CORRODE	KER0OW1D
ETZKORN	EH1TSKER0N
UND	AH1ND
CUEVAS	KWEH1VAA0Z
BLODGETT	BLAA1JHIH0T
CHARACTERIZATIONS	KEH2RIH0KTER0IH0ZEY1SHAH0NZ
THEMATICALLY	THAH0MAE1TIH0KLIY0
KANAI	KAH0NAY1
POISONOUS	POY1ZAH0NAH0S
VELVETY	VEH1LVAH0TIY0
RADLEY	RAE1DLIY0
MORD	MAO1RD
GOOSEN	GUW1SAH0N
MCCOY	MAH0KOY1
CISNEY	SIH1ZNIY0
JARUZELSKI(1)	YAE2RAH0ZEH1LSKIY0
IMPIOUS	IH2MPAY1AH0S
PEA	PIY1
WIDMANN	WIH1DMAH0N
KREITZBERG	KRAY1TSBER0G
DENOUEMENT	DEY2NUW2MAA1N
CONSONANTAL(1)	KAA2NSAH0NAA1NAH0L
PARTED	PAA1RTAH0D
ALYESKA	AE0LIY0EH1SKAH0
VIGEANT	VIH1JHAH0NT
POULOS	PUW1LAH0S
BARBA	BAA1RBAH0
PREARRANGES	PRIY2ER0EY1NJHAH0Z
ROSSETTO	ROW0SEH1TOW0
BECKWORTH'S	BEH1KWER2THS
VANDYCK	VAE0NDIH1K
CONVOKED	KAA0NVOW1KT
EXPLANATION	EH2KSPLAH0NEY1SHAH0N
OBSERVING	AH0BZER1VIH0NG
TOLER	TOW1LER0
REUST	RUW1ST
LEONELLE	LEH0NEH1L
RIVETING	RIH1VAH0TIH0NG
ITSY-BITSY	IH2TSIY0BIH1TSIY0
SCHIAVONE	SKIY0AA0VOW1NIY0
FUENTE	FWEH1NTEY2
DROHAN	DROW1AH0N
DOSAGES	DOW1SIH0JHIH0Z
GAONA	GAA0OW1NAH0
INTERURBAN	IH2NTER0ER1BAH0N
INERTIA	IH2NER1SHAH0
TOLLING	TOW1LIH0NG
WILLEFORD(1)	WIH1LFER0D
HAFFNER	HHAE1FNER0
SELBY	SEH1LBIY0
RANDOLF	RAE1NDOW2LF
RIDDLER	RIH1DLER0
READE	REH1D
INSTITUCIONAL	IH2NSTIH0TUW2SIY0AH0NAE1L
TRAVELLER	TRAE1VAH0LER0
NATCHER	NAE1CHER0
CONSTANCE	KAA1NSTAH0NS
COLORS	KAH1LER0Z
FLEETINGLY	FLIY1TIH0NGLIY0
WILMARTH	WIH1LMAA0RTH
JORDE	JHAO1RD
PORT'S	PAO1RTS
EISENHUT	AY1ZAH0NHHAH0T
CRISHMAN	KRIH1SHMAH0N
THETAS	THEY1TAH0Z
THERON	THEH1RAH0N
HICKORY(1)	HHIH1KRIY0
VANQUISHED	VAE1NGKWIH0SHT
KISZCZAK	KIH1ZAE0K
TRUXILLO	TRAH2KSIH1LOW0
VEEN	VIY1N
FRISELLA	FRIH0SEH1LAH0
DIRECTOR'S(2)	DIY0REH1KTER0Z
RIO-DE-JANEIRO	RIY1OW0DIY1JHAH0NEH1ROW2
LOONY	LUW1NIY0
TESORIERO	TEH0SAO0RIH1ROW0
DRILLS	DRIH1LZ
NONGOVERNMENT	NAA0NGAH1VER0NMAH0NT
UPSIZE	AH1PSAY1Z
CONFORMATIONAL	KAA2NFER0MEY1SHAH0NAH0L
EKO	EH1KOW0
HENNEPIN	HHEH1NIH0PIH0N
MISTOOK	MIH0STUH1K
FUNDRAISING	FAH1NDREY2SIH0NG
SOKOLIN	SAA1KAH0LIH0N
CELEBRITY'S	SAH0LEH1BRIH0TIY0Z
VENSON	VEH1NSAH0N
GYNECOLOGIST	GAY2NAH0KAA1LAH0JHAH0ST
CASSIDY'S	KAE1SIH0DIY0Z
DYE	DAY1
ENCYCLOPEDIC(1)	IH0NSAY2KLOW0PIY1DIH0K
POLITBURO'S	PAA1LAH0TBYUH2ROW0Z
DEC'S	DEH1KS
MACEK	MIH0KEH1K
BOOZIER	BUW1ZIY0ER0
TRACZYK	TRAA1CHIH2K
JANEIRO	JHAH0NEH1ROW2
TRACIE	TREY1SIY0
MASAYUKI	MAA2SAA0YUW1KIY2
GOODNOUGH	GUH1DNAH2F
SCHIFERON'S(1)	SHIH1FRAO2NZ
SESLER(1)	SEH1SLER0
REALLOWANCE	RIY1AH0LAW1AH0NS
WHIPPED	WIH1PT
FIDATA	FIH0DAA1TAH0
COLORADO(1)	KAA2LER0AE1DOW0
MASSACRES	MAE1SIH0KER0Z
CHURCH	CHER1CH
OZGA	OW1ZGAH0
HALTEMAN	HHEY1LTMAH0N
KISSICK	KIH1SIH0K
ZOGHBY	ZOW1BIY0
OODLE	UW1DAH0L
UNDERESTIMATE	AH1NDER0EH1STAH0MEY2T
GERHARDT	GER1HHAA0RT
SOTHEBY	SAA1THAH0BIY2
SWITCHBLADES	SWIH1CHBLEY2DZ
LADNER	LAE1DNER0
MINDEL	MIH1NDAH0L
OILMEN	OY1LMEH1N
CONCLUDED	KAH0NKLUW1DAH0D
SCRIPTURES	SKRIH1PCHER0Z
PROVOCATION	PRAA2VAH0KEY1SHAH0N
VENEZIA	VEH0NEH1ZIY0AH0
IVENS	AY1VAH0NZ
WIGGLING(1)	WIH1GLIH0NG
FAIRWEATHER	FEH1RWEH2DHER0
LEG	LEH1G
POPOWSKI	PAH0PAO1FSKIY0
MOREFIELD	MAO1RIH0FIY2LD
DOCUMENTED(1)	DAA1KYAH0MEH2NAH0D
RINTALA	RIY0NTAA1LAH0
CRISTABEL	KRIH1STAH0BEH0L
AGIP	EY1GIH0P
NEJAMATIN	NEH0JHAH0MAE1TIH0N
PREMISED	PREH1MAH0ST
CERNY	SER1NIY0
MEATBALL	MIY1TBAO2L
SCHULD	SHUH1D
HAMED	HHAE1MD
HIBBITTS	HHIH1BIH0TS
WHOPPER	WAA1PER0
BLEECKER	BLIY1KER0
TILLIE	TIH1LIY0
QUARANTE	KWER0AA1NTEY0
EXTENDABLE	EH2KSTEH1NDAH0BAH0L
BIJAC(1)	BIY1JHAE0K
BAUGHN	BAO1N
BLUTH	BLUW1TH
OGILVY'S	OW1GAH0LVIY0Z
CONSERVATION	KAA2NSER0VEY1SHAH0N
BATTED	BAE1TIH0D
CHARTREUSE(1)	SHAA0RTRUW1S
NEWS(1)	NYUW1Z
EXTENUATING	IH0KSTEH1NYUW0EY2TIH0NG
MILLEY	MIH1LIY0
MITSURU	MIY0TSUW1RUW0
MADYUN(1)	MAE1DYAH0N
OPENED	OW1PAH0ND
SELBE	SEH1LB
DENUCLEARIZED	DIH0NUW1KLIY0ER0AY2ZD
FOOTNOTE	FUH1TNOW2T
PRIS	PRIH1S
ENSCONCED	IH0NSKAA1NST
DEPACE	DIH0PAA1CHIY2
SEAWORTHY	SIY1WAO2RDHIY0
INDICA	IH1DAH0KAH0
MESCHED	MEH1SHEH0D
THOUSANDTHS	THAW1ZAH0NDTHS
TITO	TIY1TOW0
GOELZ	GOW1LZ
HENRIE	HHEH1NER0IY0
BADGERS	BAE1JHER0Z
WINTHROP'S	WIH1NTHRAH0PS
BROKER'S	BROW1KER0Z
OUTPACE	AW1TPEY2S
ENROUTE	EH0NRUW1T
ANDERBERG	AE1NDER0BER0G
SLUG	SLAH1G
VEGAS	VEY1GAH0S
ANTHOLOGY	AE0NTHAO1LAH0JHIY2
KARAFFA	KAE1RAH0FAH0
EMULSION	IH0MAH1LSHAH0N
MESHES	MEH1SHIH0Z
FORSBERG	FAO1RSBER0G
GOLDIE	GOW1LDIY0
ICH	IH1CH
DETHRONED	DIH0THROW1ND
SHOULDER	SHOW1LDER0
REVELLERS	REH1VAH0LER0Z
APPRECIATE	AH0PRIY1SHIY0EY2T
SCHMAL	SHMAE1L
INDIVIDUAL'S	IH2NDAH0VIH1JHAH0WAH0LZ
MYOCARDIAL	MAY2AH0KAA1RDIY0AH0L
PEEKED	PIY1KT
STRANGELOVE	STREY1NJHLAH2V
VENIER	VIY1NIY0ER0
BRODSKY	BRAA1DSKIY0
PROCTOSCOPY	PRAO2KTAA1SKOW0PIY2
ABNORMAL	AE0BNAO1RMAH0L
GYMBOREE	JHIH2MBAO0RIY1
HOLM	HHOW1M
PACEMAKER	PEY1SMEY2KER0
MCKIM	MAH0KIH1M
KLAR	KLAA1R
LYKE	LAY1K
PEELER	PIY1LER0
HOLICK	HHAA1LIH0K
BARCLAY	BAA1RKLEY2
BAUERLEIN	BAW1ER0LAY0N
PADLOCKS	PAE1DLAA2KS
ILLUSTRATED(1)	IH1LAH0STREY2TIH0D
CRESTS	KREH1STS
LINEAL	LIH1NIY0AH0L
PODOLSKI	PAH0DOW1LSKIY0
ABSOLVING	AH0BZAA1LVIH0NG
CRYTZER	KRAY1TZER0
JOCOSA	YOW0KOW1SAH0
BOUGHS	BAW1Z
UBBEN	AH1BAH0N
FLUORSPAR	FLUH1RSPAA2R
TOY	TOY1
APPEASE	AH0PIY1Z
SNEE	SNIY1
BISEXUALS	BAY2SEH1KSHUW0AH0LZ
MOVING	MUW1VIH0NG
BOLOGNESI	BAA2LAA0NGEH1SIY0
ACCORD'S	AH0KAO1RDZ
WALTNER	WAO1LTNER0
ROSENHAUS	ROW1ZAH0NHHAW2S
DEIS	DIY1Z
RUINING	RUW1IH0NIH0NG
REMARKETED	RIY0MAA1RKAH0TIH0D
MAIORINO	MAY0AO0RIY1NOW0
LYNOTT	LAY1NAH0T
ORGANIZE	AO1RGAH0NAY2Z
VALEDICTORY	VAE2LAH0DIH1KTER0IY0
MILITARY	MIH1LAH0TEH2RIY0
HEALTHINESS	HHEH1LTHIY0NAH0S
NORITA	NAH0RIY1TAH0
WAKING	WEY1KIH0NG
DEMEANING	DIH0MIY1NIH0NG
TEXAN'S	TEH1KSAH0NZ
RECORDED	RAH0KAO1RDAH0D
PRETEXT	PRIY1TEH2KST
NICHOLAS'(1)	NIH1KLAH0S
MALLIA	MAA1LIY0AH0
BIERNACKI	BIH0RNAA1TSKIY0
HETERODOX	HHEH1TER0AH0DAA2KS
SNOWED	SNOW1D
UNDOCUMENTED(1)	AH0NDAA1KYAH0MEH0NIH0D
COUSIN	KAH1ZAH0N
TWISTING	TWIH1STIH0NG
WORST-CASE	WER1STKEY1S
NESTORIANISM	NEH0STAO1RIY0AH0NIH2ZAH0M
COMMERCIALIZATION	KAH0MER2SHAH0LIH0ZEY1SHAH0N
ARREDONDO	AA0REH0DOW1NDOW0
SPRUNGER	SPRAH1NGER0
ISEMAN	AY1SMAH0N
ANTIBIOTICS(1)	AE2NTAY0BAY0AA1TIH0KS
LEGEND	LEH1JHAH0ND
PAPAY	PAE1PEY0
MEINCKE	MAY1NGKIY0
DUBREE	DAH0BRIY1
IT'LL	IH1TAH0L
ABOODI	AH0BUW1DIY0
BESTSELLERS(1)	BEH1SEH1LER0Z
ACTUALITY	AE2KCHUW0AE1LAH0TIY2
AGOG	AH0GAA1G
COLLECTING	KAH0LEH1KTIH0NG
DRUTHERS	DRAH1DHER0Z
DIAN	DAY1AH0N
NEGU	NEH1GUW0
OILER	OY1LER0
SHRIBER	SHRAY1BER0
CANDIOTTI	KAE2NDIY0AA1TIY0
DERMAN	DER1MAH0N
TANZI	TAE1NZIY0
NIGHTFALL	NAY1TFAO2L
PREFABRICATION	PRIY2FAE2BRAH0KEY1SHAH0N
PLAINLY	PLEY1NLIY0
MIKES	MAY1KS
HEMOPHILIAC(3)	HHIY0MOW0FIH1LYAE0K
ATAVISM	AE1TAH0VIH0ZAH0M
BRONCOS	BRAA1NGKOW0Z
ASSESS	AH0SEH1S
BYERS	BAY1ER0Z
KAYDON	KEY1DAH0N
ZLOMSOWITCH	ZLAA1MSOW0IH0CH
MINIONS	MIH1NYAH0NZ
CONCOMITANT	KAA2NKAA1MAH0TAH0NT
GLOBCOM	GLAA1BKAA0M
SURVEILLANCE	SER0VEY1LAH0NS
PERSHALL	PER1SHAH0L
FLASHBULB	FLAE1SHBAH0LB
CENSUSES	SEH1NSAH0SIH0Z
PERNICIOUS	PER0NIH1SHAH0S
INVISIBLES	IH2NVIH1ZAH0BAH0LZ
LANTERMAN	LAE1NTER0MAH0N
RATLIFFE	RAE1TLIH0F
AIRHEADZ	EH1RHHEH2DZ
OGLEBAY	OW1GAH0LBEY2
DAURIA	DAO1RIY0AH0
LEYRER	LEY1RER0
MCCUTCHEON	MAH0KAH1CHAH0N
TANZANIA(1)	TAE2NZAH0NIY1AH0
MOLDED	MOW1LDAH0D
SANDWICH(2)	SAE1MWIH0CH
UNSUSPECTED	AH2NSAH0SPEH1KTIH0D
IDS(1)	IH1DZ
WITTENBERG	WIH1TAH0NBER0G
HINCHEY	HHIH1NCHIY0
BALANCHINE'S	BAE1LAH0NCHIY2NZ
TARGET(1)	TER1GAH0T
SPUNK	SPAH1NGK
ACORDIA	AH0KAO1RDIY0AH0
CLOSE-UP	KLOW1SAH2P
KIRBY'S	KER1BIY0Z
GROSSO	GROW1SOW0
INTERNATIONALISM(1)	IH2NER0NAE1SHAH0NAA0LIH2ZAH0M
REFORMIST	RIH0FAO1RMIH0ST
CLOUSER	KLAW1SER0
WOODALL	WUH1DAO2L
PREDOMINATELY	PRIH2DAA1MAH0NAH0NTLIY2
CORLEONE(1)	KAO1RLIY0OW2NIY0
CAPACIOUS	KAH0PEY1SHAH0S
VELTE	VEH1LT
SNOBBY	SNAA1BIY0
BROKERAGES'	BROW1KER0IH0JHIH0Z
REVELLER	REH1VAH0LER0
GODOT'S	GAH0DOW1Z
COUDERT	KUW1DER0T
JINKINS	JHIH1NGKIH0NZ
WHALING	WEY1LIH0NG
FORESEES	FAO0RSIY1Z
TWILIGHT	TWAY1LAY2T
TIEDEMAN	TIY1DMAH0N
GRACEFULLY	GREY1SFAH0LIY0
LIVESTOCK	LAY1VSTAA2K
FORZA	FAO1RZAH0
ZUBILLAGA	ZUW2BIH0LAA1GAH0
DORFMAN	DAO1RFMAH0N
NICHOLSON	NIH1KAH0LSAH0N
MAILS	MEY1LZ
LAUGHS	LAE1FS
TACT	TAE1KT
SIGNIFY	SIH1GNAH0FAY2
OUTPOST	AW1TPOW2ST
HARTGROVE	HHAA1RTGROW2V
SCHNACKENBERG	SHNAE1KAH0NBER0G
TELLIS	TEH1LIH0S
CRITICISMS	KRIH1TIH0SIH2ZAH0MZ
CAPABLE	KEY1PAH0BAH0L
SEGAR	SIY1GER0
MARIOTTI	MAA2RIY0AO1TIY0
DOLEFUL	DOW1LFAH0L
SPELLMEYER'S	SPEH1LMAY0ER0Z
MICHIELS	MAY1KAH0LZ
ROHLING	ROW1LIH0NG
MULLANE	MAH1LAH0N
EXPECTANCY	IH0KSPEH1KTAH0NSIY0
CLARKE	KLAA1RK
GOGGANS	GAA1GAH0NZ
CIA	SIY1AY1EY1
SGROI	SKROY1
MELODRAMAS	MEH1LAH0DRAA2MAH0Z
FEIL	FIY1L
REPORTER'S	RIH0PAO1RTER0Z
LOEHR	LAO1R
OCEANIC	OW2SHIY0AE1NIH0K
SHOPPING	SHAA1PIH0NG
MAJORCA	MAY0AO1RKAH0
SCUTT	SKAH1T
SCHROEPFER	SHROW1PFER0
JIE	JHIY1
UNSEASONABLY	AH0NSIY1ZAH0NAH0BLIY0
RADBERT	RAE1DBER0T
BIBA	BIY1BAH0
WYATT'S	WAY1AH0TS
CITADEL'S	SIH1TAH0DEH2LZ
BROSTROM	BRAA1STRAH0M
THERMOPATCH	THER1MOW0PAE2CH
MARSIGLIA	MAA2RSIH1GLIY0AH0
CONQUEROR	KAA1NGKER0ER0
UNEASY	AH0NIY1ZIY0
BECAME	BIH0KEY1M
SWANKE	SWAO1NGK
BOVINA	BOW0VIY1NAH0
ABZUG(1)	AE1BZUH2G
TAMMANY	TAE1MAH0NIY0
LOOTED	LUW1TAH0D
OLIVO	AO0LIY1VOW0
EKKEHARD	EH1KHHAA2RD
MARCO'S	MAA1RKOW2Z
DERIDING	DIH0RAY1DIH0NG
ZERKLE	ZIH1RKAH0L
CONSCRIPTION	KAH0NSKRIH1PSHAH0N
PETRELLI	PEH0TREH1LIY0
MONEYCENTER	MAH1NIY0SEH2NTER0
BURGLARIZE	BER1GLER0AY2Z
RINSING	RIH1NSIH0NG
REENGINEER	RIY0EH2NJHAH0NIH1R
REICHLEY	RAY1KLIY0
BRIEFLY	BRIY1FLIY0
MICHNA	MIH1CHNAH0
RETREATED	RIY0TRIY1TAH0D
PETTITT	PEH1TIH2T
NICOLI	NIY0KOW1LIY0
SYMPOSIUM	SIH0MPOW1ZIY0AH0M
GELLERT	GEH1LER0T
SHAVERS	SHEY1VER0Z
